facility_id,facility_name,source_dataset,facility_type_main,facility_type_sub,sigungu,dong,address,lat,lon,phone,homepage,operation_hours,closed_days,indoor_outdoor,fee_free_yn,parking_available_yn,nursing_room_yn,stroller_rental_yn,kids_zone_yn,age_target,theme_play_yn,theme_edu_yn,theme_nature_yn
GJ240903,서울형 키즈카페 자양4동 2호점(꾸미팡팡 놀이터),서울형키즈카페,키즈카페,공립 키즈카페,광진구,자양제4동,서울특별시 광진구 능동로 87 3층 (자양동),37.53916,127.06964,02-6462-1239,,화요일~일요일,"월요일, 법정공휴일, 대체휴무일, 근로자의 날, 기타 정비일(소독) 등 ",실내,N,,,,,1세 ~ 6세,Y,,
GJ240902,서울형 키즈카페 자양4동 1호점(꾸미팡팡 놀이터),서울형키즈카페,키즈카페,공립 키즈카페,광진구,자양제4동,서울특별시 광진구 능동로 87 3층 (자양동),37.53916,127.06964,02-6462-1235,,화요일~일요일,"월요일, 법정공휴일, 대체휴무일, 근로자의 날, 기타 정비일(소독) 등",실내,N,,,,,1세 ~ 6세,Y,,
GN240902,서울형 키즈카페 강남구 역삼1동점,서울형키즈카페,키즈카페,공립 키즈카페,강남구,역삼1동,서울특별시 강남구 언주로107길 4 2층 (역삼동) 2층 서울형 키즈카페,37.50777,127.03887,02-508-1700,,화~일,"월요일 및 법정공휴일, 근로자의 날",실내,N,,,,,0세 ~ 6세,Y,,
SB240903,서울형 키즈카페 성북구 정릉3동점,서울형키즈카페,키즈카페,공립 키즈카페,성북구,정릉3동,서울특별시 성북구 솔샘로17길 8 정릉 벧엘교회1층 입구 (정릉동),37.61281,127.00574,02-909-6482,,월~토,"일요일, 법정 공휴일, 근로자의 날",실내,N,,,,,2세 ~ 7세,Y,,
KC240902,서울형 키즈카페 금천구 시흥1동 나래랑키즈랑점,서울형키즈카페,키즈카페,공립 키즈카페,금천구,시흥1동,서울특별시 금천구 시흥대로45길 34 금천양문교회 커뮤니티센터 2층 (시흥동),37.4487,126.90013,02-803-0272,,월요일~토요일,"매주 일요일, 법정 공휴일, 근로자의날",실내,N,,,,,0세 ~ 6세,Y,,
KC240901,서울형 키즈카페 금천구 아이세상놀이터점,서울형키즈카페,키즈카페,공립 키즈카페,금천구,독산1동,"서울특별시 금천구 두산로 70 A타워 1층 103호(독산동,현대지식산업센터) (독산동)",37.46869846,126.8956087,02-2169-2067,,화요일~일요일,"매주 월요일, 법정공휴일(어린이날 제외), 근로자의날",실내,N,,,,,0세 ~ 6세,Y,,
NW240901,서울형키즈카페 시립 옴팡점,서울형키즈카페,키즈카페,공립 키즈카페,노원구,공릉1동,서울특별시 노원구 동일로174길 27 서울생활사박물관 옴팡,37.62018,127.07695,02-3399-2900,,화~일,"매주 월요일, 1월1일",실내,Y,,,,,0세 ~ 13세,Y,,
SB240902,서울형 키즈카페 성북구 성북동점,서울형키즈카페,키즈카페,공립 키즈카페,성북구,성북동,서울특별시 성북구 성북로4길 21 2층 서울형키즈카페 성북동점 (동소문동1가),37.5900451,127.0062644,02-744-0819,,월~토,"매주 일, 법정공휴일, 근로자의 날, 기타 정부에서 지정하는 휴일",실내,N,,,,,4세 ~ 8세,Y,,
GS240802,서울형 키즈카페 강서구 화곡3동점,서울형키즈카페,키즈카페,공립 키즈카페,강서구,화곡3동,"서울특별시 강서구 강서로 231 2층 (화곡동, 우장산역 해링턴 타워)",37.54626,126.83597,02-2698-2299,,화요일~일요일,"월요일, 명절, 공휴일, 근로자의 날, 정부에서 지정한 휴일",실내,N,,,,,3세 ~ 6세,Y,,
SC240801,서울형 키즈카페 서초구 서초1동점(서리풀노리학교 서초1동점),서울형키즈카페,키즈카페,공립 키즈카페,서초구,서초1동,서울특별시 서초구 사임당로 115 헤센파크힐 L층,37.49117,127.02236,02-525-9340,,화~일,"월요일, 근로자의 날, 법정공휴일",실내,N,,,,,0세 ~ 6세,Y,,
SB240801,서울형 키즈카페 성북구 종암동점,서울형키즈카페,키즈카페,공립 키즈카페,성북구,종암동,"서울특별시 성북구 종암로19길 60 성북함께어울림센터, 2층 (종암동)",37.59821346,127.0314895,02-2241-0796,,화~일,"월, 법정공휴일, 근로자의 날, 기타 정부에서 지정하는 휴일",실내,N,,,,,0세 ~ 3세,Y,,
SB240702,서울형 키즈카페 성북구 정릉2동점,서울형키즈카페,키즈카페,공립 키즈카페,성북구,정릉2동,"서울특별시 성북구 북악산로1길 64 508커뮤니티센터, 1층 (정릉동)",37.59816,127.00544,02-2241-0793,,화~일,"월, 법정공휴일, 근로자의 날, 기타 정부에서 지정하는 휴일",실내,N,,,,,2세 ~ 4세,Y,,
NW240701,서울형 키즈카페 노원구 중평공원점,서울형키즈카페,키즈카페,공립 키즈카페,노원구,하계2동,서울특별시 노원구 동일로203길 73 중평공원 내 (하계동),37.63716461,127.063315,02-973-1955,,화~일,"월, 공휴일, 근로자의 날",실내,N,,,,,4세 ~ 8세,Y,,
DJ240701,서울형 키즈카페 동작구 상도4동 1호점(동작키즈카페),서울형키즈카페,키즈카페,공립 키즈카페,동작구,상도4동,서울특별시 동작구 성대로 180 상도어울마당 2층 (상도동),37.49926,126.94037,070-7163-1477,,월~토요일,"일, 공휴일",실내,N,,,,,0세 ~ 6세,Y,,
SD240701,서울형 키즈카페 성동구 성수1가1동점(성수 키즈카페),서울형키즈카페,키즈카페,공립 키즈카페,성동구,성수1가1동,서울특별시 성동구 뚝섬로3길 18 성수1가1동주민센터 1층 (성수동1가),37.54204,127.04969,02-461-3863,,월요일~토요일,"일요일, 법정공휴일, 근로자의 날",실내,N,,,,,0세 ~ 6세,Y,,
SM240501,서울형 키즈카페 서대문구 북가좌1동점(다정다감 키즈카페),서울형키즈카페,키즈카페,공립 키즈카페,서대문구,북가좌1동,서울특별시 서대문구 수색로8길 48-4 사회교육관 3층 (북가좌동),37.57628,126.90753,02-304-5501,,월~토,"일요일, 대체공휴일, 국가공휴일, 근로자의 날 ",실내,N,,,,,4세 ~ 8세,Y,,
JR240501,서울형 키즈카페 중랑구 망우본동점(중랑실내놀이터 양원),서울형키즈카페,키즈카페,공립 키즈카페,중랑구,망우본동,"서울특별시 중랑구 용마산로 670 시티원스퀘어 상가 201동 지하1층 (망우동, 신내역 프라디움 더 테라스)",37.61197,127.10249,02-438-4600,,화~일요일,"월요일, 법정공휴일(어린이날 제외), 근로자의 날, 그 밖에 센터장이 지정한 날, 월요일이 공휴일인 경우 그 다음날을 휴관일로 지정",실내,N,,,,,2세 ~ 8세,Y,,
SP240401,서울형 키즈카페 송파구 잠실근린공원점(하하호호놀이터 송파구1호점),서울형키즈카페,키즈카페,공립 키즈카페,송파구,잠실본동,"서울특별시 송파구 백제고분로15길 9 , 1?2층 (잠실동)",37.50614,127.08434,070-4151-7061,,화~일,"월요일, 명절 및 법정공휴일, 근로자의 날",실내,N,,,,,4세 ~ 9세,Y,,
GJ240401,서울형 키즈카페 시립 뚝섬자벌레점,서울형키즈카페,키즈카페,공립 키즈카페,광진구,자양제4동,서울특별시 광진구 강변북로 2202 2층 꿈틀나루 (자양동),37.53016,127.06541,02-498-4445,,화~일,"월요일, 법정공휴일, 대체휴무일, 근로자의 날",실내,N,,,,,0세 ~ 6세,Y,,
SC240404,서울형 키즈카페 서초구 방배2동점(서리풀노리학교 방배2동점),서울형키즈카페,키즈카페,공립 키즈카페,서초구,방배2동,서울특별시 서초구 방배천로24길 8 방주교회 1층 (방배동),37.48455,126.98379,02-523-9340,,화~일,"월요일, 근로자의 날, 법정공휴일",실내,N,,,,,0세 ~ 6세,Y,,
JG240301,서울형 키즈카페 중구 중림동점(노리몽땅),서울형키즈카페,키즈카페,공립 키즈카페,중구,중림동,서울특별시 중구 서소문로6길 16 본관 1층 (중림동),37.55952,126.96625,02-363-2628,,화~일,월,실내,N,,,,,0세 ~ 6세,Y,,
SB240201,서울형 키즈카페 성북구 벌집어린이공원점,서울형키즈카페,키즈카페,공립 키즈카페,성북구,종암동,서울특별시 성북구 월곡로7길 56-7 서울형 키즈카페 성북구 벌집어린이공원점 (종암동),37.59961369,127.036925,02-2241-0790,,화~일,"월, 법정공휴일, 근로자의 날, 기타 정부에서 지정하는 휴일",실내,N,,,,,3세 ~ 7세,Y,,
GA240101,서울형 키즈카페 관악구 난곡동점,서울형키즈카페,키즈카페,공립 키즈카페,관악구,난곡동,서울특별시 관악구 난곡로24가길 53 2층 (신림동),37.46941,126.92355,02-867-2846,,화~일,"월요일. 공휴일, 근로자의날",실내,N,,,,,0세 ~ 6세,Y,,
GD240101,서울형 키즈카페 강동구 성내1동점(아이?맘 강동),서울형키즈카페,키즈카페,공립 키즈카페,강동구,성내1동,서울특별시 강동구 성내로6길 16 2층 (성내동),37.52917,127.12248,02-3425-9398,,화~일,"월요일, 명절 및 공휴일",실내,N,,,,,0세 ~ 6세,Y,,
DB231202,서울형 키즈카페 도봉구 창1동점(숲속유람선 뚜뚜),서울형키즈카페,키즈카페,공립 키즈카페,도봉구,창1동,서울특별시 도봉구 해등로4길 38 초안산생태공원 내 위치 (창동),37.64882,127.04554,02-994-7456,,화~일,"월요일, 공휴일 ",실내,N,,,,,0세 ~ 4세,Y,,
DB231201,서울형 키즈카페 도봉구 방학1동점1호점(오르봉내리봉),서울형키즈카페,키즈카페,공립 키즈카페,도봉구,방학1동,"서울특별시 도봉구 마들로 656 도봉구청사, 지하1층 (방학동)",37.66877512,127.0471721,070-4190-8922,,화~일,"월요일, 공휴일 (근로자의 날 포함)",실내,N,,,,,2세 ~ 7세,Y,,
GD231201,서울형 키즈카페 강동구 상일2동점(아이?맘 강동),서울형키즈카페,키즈카페,공립 키즈카페,강동구,상일동,"서울특별시 강동구 상일로12길 95 푸르내상가 102-303 (상일동, 푸르내)",37.55678,127.17236,02-3425-7076,,화~일,"월요일, 명절 및 공휴일",실내,N,,,,,0세 ~ 6세,Y,,
YC231206,서울형 키즈카페 양천구 오목공원점,서울형키즈카페,키즈카페,공립 키즈카페,양천구,목1동,서울특별시 양천구 목동서로 159-4 서울형 키즈카페 양천구 오목공원점 (목동),37.52757,126.87365,070-7700-9294,,화~일요일,"월요일, 공휴일, 근로자의 날",실내,N,,,,,4세 ~ 9세,Y,,
SC231201,서울형 키즈카페 서초구 양재1동점(서리풀노리학교 양재1동점),서울형키즈카페,키즈카페,공립 키즈카페,서초구,양재1동,서울특별시 서초구 양재천로 125-10 양재공영주차빌딩 2층 (양재동),37.47864051,127.0414201,02-575-9340,,화~일,"월요일, 근로자의 날, 법정공휴일",실내,N,,,,,0세 ~ 6세,Y,,
YC231201,서울형 키즈카페 시립 목동점,서울형키즈카페,키즈카페,공립 키즈카페,양천구,목5동,서울특별시 양천구 안양천로 1131 지식산업센터 2층 (목동),37.54219411,126.8837047,02-2647-7507,,월~토,"일요일, 법정공휴일, 대체공휴일, 근로자의 날",실내,N,,,,,3세 ~ 12세,Y,,
SC231001,서울형 키즈카페 서초구 문화예술공원점(서리풀노리학교 문화예술공원점),서울형키즈카페,키즈카페,공립 키즈카페,서초구,양재1동,서울특별시 서초구 바우뫼로12길 40  (양재동),37.4695077,127.0324155,02-577-9340,,화~일,"월요일, 근로자의날, 법정공휴일 ",실내,N,,,,,4세 ~ 6세,Y,,
YS231001,서울형키즈카페 용산구한강로동점(용산도담도담실내놀이터),서울형키즈카페,키즈카페,공립 키즈카페,용산구,한강로동,"서울특별시 용산구 서빙고로 17 센트럴파크타워, 2층 (한강로3가)",37.52682,126.96661,02-6367-3121,,화요일~일요일,"월, 공휴일(어린이날 제외) 및 근로자의 날",실내,N,,,,,5세 ~ 9세,Y,,
YF231001,서울형 키즈카페 영등포구 대림2동점,서울형키즈카페,키즈카페,공립 키즈카페,영등포구,대림2동,"서울특별시 영등포구 시흥대로 625 상가 2층 (대림동, 영등포자이르네)",37.48820385,126.9053798,02-833-6077,,화 ~ 일,"월요일, 근로자의 날, 법정공휴일",실내,N,,,,,0세 ~ 6세,Y,,
DJ230901,서울형 키즈카페 시립 1호점,서울형키즈카페,키즈카페,공립 키즈카페,동작구,대방동,서울특별시 동작구 노량진로 10 서울가족플라자 지하2층 (대방동),37.51245,126.92731,02-824-0614,,화~일,"월, 명절 및 공휴일, 근로자의 날",실내,N,,,,,4세 ~ 10세,Y,,
GS230801,서울형 키즈카페 강서구 발산1동점,서울형키즈카페,키즈카페,공립 키즈카페,강서구,발산1동,서울특별시 강서구 수명로2길 50  (내발산동) 2층 서울형 키즈카페,37.54950073,126.8262373,02-2064-2731,,화요일~일요일,"월요일,명절, 공휴일, 근로자의 날, 정부에서 지정한 휴일",실내,N,,,,,2세 ~ 6세,Y,,
MP230802,서울형 키즈카페 마포구 상암점,서울형키즈카페,키즈카페,공립 키즈카페,마포구,상암동,서울특별시 마포구 상암산로1길 71 마포구육아종합지원센터 2~3층 서울형 키즈카페 마포구 상암점 (상암동),37.58052,126.88362,070-4948-1276,,화~일,"월요일, 명절 및 공휴일, 근로자의날",실내,N,,,,,1세 ~ 6세,Y,,
DJ230701,서울형 키즈카페 동작구 대방동점(동작키즈카페),서울형키즈카페,키즈카페,공립 키즈카페,동작구,대방동,서울특별시 동작구 여의대방로36길 11 4층 (대방동),37.50462,126.92299,02-823-4587,,화~일,"월요일, 명절 및 공휴일, 근로자의 날",실내,N,,,,,0세 ~ 6세,Y,,
GB230601,서울형 키즈카페 강북구 번3동점(강북구 'PLAY ON'),서울형키즈카페,키즈카페,공립 키즈카페,강북구,번3동,"서울특별시 강북구 오현로 208 번동주공아파트 309동, 1층 (주민복지관 1, 어린이실내놀이터)",37.62928861,127.0427606,02-988-0271,,월요일 ~ 토요일,"일요일, 명절 및 법정공휴일, 근로자의 날",실내,N,,,,,4세 ~ 8세,Y,,
GJ230202,서울형 키즈카페 광진구 중곡3동점(꾸미팡팡 놀이터),서울형키즈카페,키즈카페,공립 키즈카페,광진구,중곡3동,서울특별시 광진구 능동로 400 보건복지행정타운 별관 3층(중곡동),37.56542921,127.0845734,02-467-1827,,화요일~일요일 09:00~18:00 ,"월요일, 법정공휴일, 대체휴무일, 근로자의 날",실내,N,,,,,1세 ~ 6세,Y,,
GD230202,서울형 키즈카페 강동구 암사1동점(아이?맘 강동),서울형키즈카페,키즈카페,공립 키즈카페,강동구,암사1동,"서울특별시 강동구 올림픽로98길 15 ,3층 (암사동)",37.55141,127.12903,02-3425-9489,,월~토,"일요일, 명절 및 공휴일",실내,N,,,,,0세 ~ 6세,Y,,
GD230201,서울형 키즈카페 강동구 고덕2동점(아이?맘 강동),서울형키즈카페,키즈카페,공립 키즈카페,강동구,고덕2동,서울특별시 강동구 고덕로 353 일반상가 2층,37.55767932,127.1647247,02-3425-9435,,화~일,"월요일, 명절 및 공휴일",실내,N,,,,,0세 ~ 6세,Y,,
SD221201,서울형 키즈카페 성동구 금호2?3가동점(금호 키즈카페),서울형키즈카페,키즈카페,공립 키즈카페,성동구,금호2-3가동,"서울특별시 성동구 무수막18길 1 금호2,3가동주민센터 4층 (금호동2가)",37.55322,127.02098,02-6952-6799,,월요일 ~ 토요일,"일요일, 법정공휴일, 근로자의 날",실내,N,,,,,0세 ~ 6세,Y,,
DJ221102,서울형 키즈카페 동작구 상도3동점(동작키즈카페),서울형키즈카페,키즈카페,공립 키즈카페,동작구,상도3동,서울특별시 동작구 상도로15가길 16 가온어린이집 3층 서울형키즈카페 (상도동),37.50199,126.93237,070-7163-1474,,화~일,"월요일, 근로자의날, 명절 및 공휴일",실내,N,,,,,0세 ~ 6세,Y,,
YC221101,서울형 키즈카페 양천구 신정7동점,서울형키즈카페,키즈카페,공립 키즈카페,양천구,신정7동,서울특별시 양천구 목동남로 106-23  (신정동),37.50983887,126.8703317,02-2135-5946,,화~일,"월, 법정공휴일, 근로자의 날",실내,N,,,,,3세 ~ 6세,Y,,
JR220801,서울형 키즈카페 중랑구 면목4동점(중랑실내놀이터 면목4동점),서울형키즈카페,키즈카페,공립 키즈카페,중랑구,면목4동,"서울특별시 중랑구 용마산로 209 공공기여시설1층 (면목동, 쌍용 더 플래티넘 용마산)",37.57252293,127.0846457,02-2207-1123,,화요일 ~ 일요일 10:00~20:00,"월요일, 법정공휴일(어린이날 제외), 근로자의 날, 그 밖에 센터장이 지정한 날, 월요일이 공휴일인 경우 그 다음날을 휴관일로 지정",실내,N,,,,,2세 ~ 6세,Y,,
